"","sample","Cell_A","Cell_A_num","Cell_A_count","Cell_B","Cell_B_num","Cell_B_count ","original_CLQ","percentile","significant"
"171","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","18.0382023151087","0.086",FALSE
"172","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","260.343292682927","1",TRUE
"173","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","59","13.2852418354692","0.178",FALSE
"174","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","255","13.6127211860354","0.008",TRUE
"175","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","14","15.9965156794425","0.574",FALSE
"176","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","72","20.2178184281843","0.476",FALSE
"177","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","CD90+PDGFRb-PDPN-CAV1-","15","358","20.330767134487","0.508",FALSE
"178","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","CD90-PDGFRb+PDPN-CAV1-","16","145","5.40571909167368","0",TRUE
"179","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","CD90-PDGFRb-PDPN+CAV1-","17","482","20.9083088756199","0.642",FALSE
"180","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","CD90-PDGFRb-PDPN-CAV1+","18","107","13.604513334853","0.06",FALSE
"181","TAFs1","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","59","PanCK+Vim+MUC1+","1","69","14.6605256693687","0.164",FALSE
